Y	MOVE	MISSPRISM	CHASUBLE	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><bml><locomotion sbm:follow="CHASUBLE" type="basic" manner="walk" proximity="50"/></bml></act>
N	SPEAK	MISSPRISM	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">I was told you expected me in the vestry, dear Canon.</speech></bml></act>
N	SPEAK	MISSPRISM	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">I have been waiting for you there for an hour and three-quarters.</speech></bml></act>
N	MOVE	MISSPRISM	LADYBRACKNELL	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><bml><gaze target="LADYBRACKNELL" /></bml></act>
N	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Prism!</speech></bml></act>
N	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Come here, Prism!</speech></bml></act>
Y	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Prism! Where is that baby?</speech></bml></act>
N	MOVE	MISSPRISM	LADYBRACKNELL	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><bml><locomotion sbm:follow="LADYBRACKNELL" type="basic" manner="walk" proximity="50"/></bml></act>
Y	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Twenty-eight years ago, Prism, you left Lord Bracknell's house, Number 104, Upper Grosvenor Street, in charge of a perambulator that contained a baby of the male sex. You never returned. A few weeks later, through the elaborate investigations of the Metropolitan police, the perambulator was discovered at midnight, standing by itself in a remote corner of Bayswater.</speech></bml></act>
Y	MOVE	LADYBRACKNELL	/BACK	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><bml><gaze target="/BACK" /></bml></act>
N	MOVE	ALGERNON	JACK	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="ALGERNON" role="actor" /><bml><gaze target="JACK" /></bml></act>
N	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">It contained the manuscript of a three-volume novel of more than usually revolting sentimentality.</speech></bml></act>
Y	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">But the baby was not there!</speech></bml></act>
N	MOVE	LADYBRACKNELL	MISSPRISM	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><bml><gaze target="MISSPRISM" /></bml></act>
Y	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Prism! Where is that baby?</speech></bml></act>
N	MOVE	LADYBRACKNELL	MISSPRISM	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><bml><gaze target="MISSPRISM" /></bml></act>
N	SPEAK	MISSPRISM	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Lady Bracknell, I admit with shame that I do not know. I only wish I did. The plain facts of the case are these. On the morning of the day you mention, a day that is for ever branded on my memory, I prepared as usual to take the baby out in its perambulator.</speech></bml></act>
N	SPEAK	MISSPRISM	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">I had also with me a somewhat old, but capacious hand-bag in which I had intended to place the manuscript of a work of fiction that I had written during my few unoccupied hours. In a moment of mental abstraction, for which I never can forgive myself, I deposited the manuscript in the basinette, and placed the baby in the hand-bag.</speech></bml></act>
N	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">But where did you deposit the hand-bag?</speech></bml></act>
N	SPEAK	MISSPRISM	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Do not ask me, Mr. Worthing.</speech></bml></act>
N	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Miss Prism, this is a matter of no small importance to me. I insist on knowing where you deposited the hand-bag that contained that infant.</speech></bml></act>
N	SPEAK	MISSPRISM	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">I left it in the cloak-room of one of the larger railway stations in London.</speech></bml></act>
N	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">What railway station?</speech></bml></act>
N	SPEAK	MISSPRISM	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Victoria. The Brighton line.</speech></bml></act>
N	MOVE	MISSPRISM	CHAIR	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><bml><locomotion target="CHAIR" type="basic" manner="walk" /></bml></act>
N	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">I must retire to my room for a moment. Gwendolen, wait here for me.</speech></bml></act>
N	SPEAK	GWENDOLEN	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="GWENDOLEN" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">If you are not too long, I will wait here for you all my life.</speech></bml></act>
N	MOVE	JACK	BACKSTAGERIGHT	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><bml><locomotion target="BACKSTAGERIGHT" type="basic" manner="walk" /></bml></act>
N	SPEAK	CHASUBLE	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="CHASUBLE" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">What do you think this means, Lady Bracknell?</speech></bml></act>
N	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">I dare not even suspect, Doctor Chasuble. I need hardly tell you that in families of high position strange coincidences are not supposed to occur. They are hardly considered the thing.</speech></bml></act>
N	SPEAK	CECILY	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="CECILY" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Uncle Jack seems strangely agitated.</speech></bml></act>
N	SPEAK	CHASUBLE	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="CHASUBLE" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Your guardian has a very emotional nature.</speech></bml></act>
N	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">This noise is extremely unpleasant. It sounds as if he was having an argument. I dislike arguments of any kind. They are always vulgar, and often convincing.</speech></bml></act>
N	SPEAK	CHASUBLE	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="CHASUBLE" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">It has stopped now.</speech></bml></act>
N	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">I wish he would arrive at some conclusion.</speech></bml></act>
N	SPEAK	GWENDOLEN	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="GWENDOLEN" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">This suspense is terrible. I hope it will last.</speech></bml></act>
Y	MOVE	JACK	HANDBAG	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><bml><locomotion target="HANDBAG" type="basic" manner="walk" /></bml></act>
N	MOVE	JACK	HANDBAG	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><bml><sbm:reach sbm:action="pick-up" target="HANDBAG"/></bml></act>
N	MOVE	JACK	CENTER	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><bml><locomotion target="CENTER" type="basic" manner="walk" /></bml></act>
Y	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Is this the handbag, Miss Prism? Examine it carefully before you speak. The happiness of more than one life depends on your answer.</speech></bml></act>
N	MOVE	JACK	MISSPRISM	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><bml><locomotion sbm:follow="MISSPRISM" type="basic" manner="walk" proximity="50"/></bml></act>
Y	MOVE	MISSPRISM	HANDBAG	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><bml><locomotion target="HANDBAG" type="basic" manner="walk" /></bml></act>
Y	MOVE	MISSPRISM	HANDBAG	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><bml><sbm:reach sbm:action="pick-up" target="HANDBAG"/></bml></act>
N	SPEAK	MISSPRISM	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">It seems to be mine. Yes, here is the injury it received through the upsetting of a Gower Street omnibus in younger and happier days. Here is the stain on the lining caused by the explosion of a temperance beverage, an incident that occurred at Leamington. And here, on the lock, are my initials. I had forgotten that in an extravagant mood I had had them placed there. The bag is undoubtedly mine.</speech></bml></act>
